"","Year","ScientificName_WoRMS","Poids","Nombre","Superficie","moyLat","moyLong"
"29",1988,"Sardina pilchardus",0.2,1,0.01576,49.4545,-0.6545
"30",1988,"Trachurus trachurus",7.8,448,0.01576,49.4545,-0.6545
"31",1988,"Trisopterus minutus",5.3,595,0.01576,49.4545,-0.6545
"32",1988,"Limanda limanda",2.09975,21,0.01378,49.358,-0.15985
"33",1988,"Callionymus lyra",1,18,0.01378,49.358,-0.15985
"34",1988,"Scophthalmus rhombus",0.6,1,0.01378,49.358,-0.15985
"35",1988,"Scomber scombrus",4.8,25,0.01378,49.358,-0.15985
"36",1988,"Zeus faber",0.4,1,0.01378,49.358,-0.15985
"37",1988,"Trigla lyra",0.2,1,0.01378,49.358,-0.15985
"38",1988,"Merlangius merlangus",7.4,47,0.01703,49.5707,0.0315
"39",1988,"Trachurus trachurus",4.9,24,0.01703,49.5707,0.0315
"40",1988,"Sprattus sprattus",23.7,1364,0.01703,49.5707,0.0315
"41",1988,"Pleuronectes platessa",0.5,1,0.01703,49.5707,0.0315
"42",1988,"Limanda limanda",4.9,60,0.01703,49.5707,0.0315
"43",1988,"Trachurus trachurus",64.8,1047,0.03011,49.6545,-0.66915
"44",1988,"Scyliorhinus canicula",1.1,2,0.03011,49.6545,-0.66915
"45",1988,"Callionymus lyra",NA,1,0.03011,49.6545,-0.66915
"46",1988,"Trisopterus minutus",5.9,692,0.03011,49.6545,-0.66915
"47",1988,"Chelidonichthys cuculus",4.1995,15,0.03011,49.6545,-0.66915
"48",1988,"Spondyliosoma cantharus",0.2,1,0.03011,49.6545,-0.66915
"49",1988,"Trigla lyra",1.3995,1,0.03011,49.6545,-0.66915
"50",1988,"Merlangius merlangus",1.1,9,0.01099,49.4348,-0.09315
"51",1988,"Sardina pilchardus",0.3,2,0.01099,49.4348,-0.09315
"52",1988,"Trachurus trachurus",2.7,19,0.01099,49.4348,-0.09315
"53",1988,"Sprattus sprattus",11.6,3639,0.01099,49.4348,-0.09315
"54",1988,"Limanda limanda",3.09975,49,0.01099,49.4348,-0.09315
"55",1988,"Clupea harengus",11.8,477,0.01703,49.5707,0.0315
"56",1988,"Callionymus lyra",1.6,49,0.01703,49.5707,0.0315
"57",1988,"Trisopterus minutus",1,67,0.01703,49.5707,0.0315
"58",1988,"Scomber scombrus",2.2,8,0.01703,49.5707,0.0315
"59",1988,"Trisopterus luscus",17.7,733,0.01703,49.5707,0.0315
"60",1988,"Pollachius pollachius",1.2,1,0.01703,49.5707,0.0315
"61",1988,"Sardina pilchardus",5.9,32,0.02764,49.6172,-0.3285
"62",1988,"Trachurus trachurus",66.3,780,0.02764,49.6172,-0.3285
"63",1988,"Limanda limanda",0.3,1,0.02764,49.6172,-0.3285
"64",1988,"Scyliorhinus canicula",11.5,13,0.02764,49.6172,-0.3285
"65",1988,"Callionymus lyra",1.2995,21,0.02764,49.6172,-0.3285
"66",1988,"Chelidonichthys cuculus",6.4,35,0.02764,49.6172,-0.3285
"67",1988,"Chelidonichthys lucerna",0.5,1,0.02764,49.6172,-0.3285
"68",1988,"Sardina pilchardus",0.6,4,0.01695,49.4838,-0.37165
"69",1988,"Trachurus trachurus",32.2,293,0.01695,49.4838,-0.37165
"70",1988,"Agonus cataphractus",NA,1,0.01695,49.4838,-0.37165
"71",1988,"Trachurus trachurus",68.5,1535,0.02531,49.5838,-0.93685
"72",1988,"Scyliorhinus canicula",14.6995,23,0.02531,49.5838,-0.93685
"73",1988,"Mullus surmuletus",0.2,1,0.02531,49.5838,-0.93685
"74",1988,"Trisopterus minutus",0.2,15,0.02531,49.5838,-0.93685
"75",1988,"Raja clavata",9.1995,4,0.02531,49.5838,-0.93685
"76",1988,"Raja montagui",1.2,1,0.02531,49.5838,-0.93685
"77",1988,"Chelidonichthys cuculus",3.7995,14,0.02531,49.5838,-0.93685
"78",1988,"Zeus faber",0.6995,1,0.02531,49.5838,-0.93685
"79",1988,"Scyliorhinus stellaris",4.0995,1,0.02531,49.5838,-0.93685
"80",1988,"Spondyliosoma cantharus",0.1,1,0.02531,49.5838,-0.93685
"81",1988,"Sardina pilchardus",0.8995,67,0.03011,49.6545,-0.66915
"82",1988,"Chelidonichthys cuculus",1.79975,7,0.01576,49.4545,-0.6545
"83",1988,"Chelidonichthys lucerna",1.29975,1,0.01576,49.4545,-0.6545
"84",1988,"Gadus morhua",4.9,1,0.01847,49.3893,-0.7045
"85",1988,"Sardina pilchardus",4.69975,33,0.01847,49.3893,-0.7045
"86",1988,"Trachurus trachurus",23.89975,129,0.01847,49.3893,-0.7045
"87",1988,"Callionymus lyra",NA,1,0.01847,49.3893,-0.7045
"88",1988,"Trisopterus minutus",0.3,35,0.01847,49.3893,-0.7045
"89",1988,"Scomber scombrus",0.4,2,0.01847,49.3893,-0.7045
"90",1988,"Trisopterus luscus",29.7,1286,0.01847,49.3893,-0.7045
"91",1988,"Chelidonichthys lucerna",0.5,2,0.01847,49.3893,-0.7045
"92",1988,"Trachurus trachurus",236.89975,1899,0.01693,49.4525,-0.87265
"93",1988,"Mullus surmuletus",0.2,1,0.01693,49.4525,-0.87265
"94",1988,"Chelidonichthys cuculus",1,6,0.01693,49.4525,-0.87265
"95",1988,"Mullus surmuletus",0.2,1,0.01099,49.4348,-0.09315
"96",1988,"Engraulis encrasicolus",0.001,6,0.01099,49.4348,-0.09315
"97",1988,"Callionymus lyra",1,20,0.01099,49.4348,-0.09315
"98",1988,"Scomber scombrus",2,11,0.01099,49.4348,-0.09315
"99",1988,"Trisopterus luscus",0.4,27,0.01099,49.4348,-0.09315
"100",1988,"Merlangius merlangus",0.6,2,0.01378,49.358,-0.15985
"101",1988,"Sardina pilchardus",4.09975,985,0.01378,49.358,-0.15985
"102",1988,"Trachurus trachurus",14.89975,89,0.01378,49.358,-0.15985
"103",1988,"Sprattus sprattus",1.39975,515,0.01378,49.358,-0.15985
"104",1988,"Pleuronectes platessa",1.6,4,0.01378,49.358,-0.15985
"105",1988,"Buglossidium luteum",0.001,1,0.01378,49.358,-0.15985
"106",1988,"Raja undulata",0.4,1,0.01693,49.4525,-0.87265
"107",1988,"Sardina pilchardus",0.299766666666667,2.00033333333333,0.01963,49.4197,-0.954
"108",1988,"Trachurus trachurus",33.09985,222.000166666667,0.01963,49.4197,-0.954
"109",1988,"Limanda limanda",0.699833333333333,2.00033333333333,0.01963,49.4197,-0.954
"110",1988,"Scyliorhinus canicula",0.899866666666667,1.00016666666667,0.01963,49.4197,-0.954
"111",1988,"Callionymus lyra",0.19975,2.83333333333333,0.01963,49.4197,-0.954
"112",1988,"Raja clavata",0.299766666666667,1.00016666666667,0.01963,49.4197,-0.954
"113",1988,"Scomber scombrus",0.299766666666667,1.00016666666667,0.01963,49.4197,-0.954
"114",1988,"Spondyliosoma cantharus",0.0997333333333333,1.00016666666667,0.01963,49.4197,-0.954
"115",1988,"Merlangius merlangus",0.3,6,0.02032,49.4785,-1.1775
"116",1988,"Gadus morhua",6,1,0.02032,49.4785,-1.1775
"117",1988,"Trachurus trachurus",9.6,58,0.02032,49.4785,-1.1775
"118",1988,"Limanda limanda",0.6,1,0.02032,49.4785,-1.1775
"119",1988,"Callionymus lyra",0.1,4,0.02032,49.4785,-1.1775
"120",1988,"Trisopterus luscus",82.5,4546,0.02032,49.4785,-1.1775
"121",1988,"Dicentrarchus labrax",1.29975,2,0.02032,49.4785,-1.1775
"122",1988,"Spondyliosoma cantharus",1.1,13,0.02032,49.4785,-1.1775
"123",1988,"Merlangius merlangus",0.001,1,0.02422,49.52165,-1.228
"124",1988,"Trachurus trachurus",0.1,32,0.02422,49.52165,-1.228
"125",1988,"Pleuronectes platessa",0.2,2,0.02422,49.52165,-1.228
"126",1988,"Limanda limanda",0.5,5,0.02422,49.52165,-1.228
"127",1988,"Merlangius merlangus",0.8,1,0.01689,49.6505,-0.232
"128",1988,"Gadus morhua",6.59975,1,0.01689,49.6505,-0.232
"129",1988,"Sardina pilchardus",1.2,30,0.01689,49.6505,-0.232
"130",1988,"Trachurus trachurus",11.3,127,0.01689,49.6505,-0.232
"131",1988,"Scyliorhinus canicula",2.59975,3,0.01689,49.6505,-0.232
"132",1988,"Engraulis encrasicolus",0.001,2,0.01689,49.6505,-0.232
"133",1988,"Raja clavata",0.3,1,0.01689,49.6505,-0.232
"134",1988,"Lophius piscatorius",16.29975,1,0.01689,49.6505,-0.232
"135",1988,"Chelidonichthys cuculus",0.5,4,0.01689,49.6505,-0.232
"136",1988,"Chelidonichthys lucerna",0.3,1,0.01689,49.6505,-0.232
"137",1988,"Trigla lyra",0.001,1,0.01703,49.5707,0.0315
"138",1988,"Chelidonichthys cuculus",0.1,2,0.02422,49.52165,-1.228
"139",1988,"Callionymus lyra",0.3,10,0.02422,49.52165,-1.228
"140",1988,"Zeus faber",0.001,1,0.02422,49.52165,-1.228
"141",1988,"Trachurus trachurus",1,54,0.01551,49.56435,-1.1045
"142",1988,"Limanda limanda",0.1,1,0.01551,49.56435,-1.1045
"143",1988,"Scyliorhinus canicula",4.5,5,0.01551,49.56435,-1.1045
"144",1988,"Callionymus lyra",0.1,3,0.01551,49.56435,-1.1045
"145",1988,"Trisopterus minutus",2.59975,200,0.01551,49.56435,-1.1045
"146",1988,"Raja clavata",1.5,2,0.01551,49.56435,-1.1045
"147",1988,"Raja montagui",3,1,0.01551,49.56435,-1.1045
"148",1988,"Chelidonichthys cuculus",0.8,4,0.01551,49.56435,-1.1045
"149",1988,"Trisopterus luscus",0.001,2,0.01551,49.56435,-1.1045
"150",1988,"Zeus faber",0.3,1,0.01551,49.56435,-1.1045
"151",1988,"Spondyliosoma cantharus",0.1,1,0.01551,49.56435,-1.1045
"152",1988,"Sardina pilchardus",0.6,15,0.02531,49.5838,-0.93685
"153",1989,"Spondyliosoma cantharus",4.4,144,0.01933,49.4535,-0.66235
"154",1989,"Sardina pilchardus",0.8995,132,0.03287,49.6535,-0.6638
"155",1989,"Trachurus trachurus",12.1,358,0.03287,49.6535,-0.6638
"156",1989,"Scyliorhinus canicula",2.2995,3,0.03287,49.6535,-0.6638
"157",1989,"Callionymus lyra",0.2,4,0.03287,49.6535,-0.6638
"158",1989,"Trisopterus minutus",1.2995,152,0.03287,49.6535,-0.6638
"159",1989,"Scomber scombrus",0.6995,1,0.03287,49.6535,-0.6638
"160",1989,"Chelidonichthys cuculus",4,17,0.03287,49.6535,-0.6638
"161",1989,"Clupea harengus",11.3,891,0.02222,49.578,0.04465
"162",1989,"Callionymus lyra",1.6,56,0.02222,49.578,0.04465
"163",1989,"Trisopterus minutus",0.5,33,0.02222,49.578,0.04465
"164",1989,"Raja clavata",1,2,0.02222,49.578,0.04465
"165",1989,"Scomber scombrus",3,14,0.02222,49.578,0.04465
"166",1989,"Sardina pilchardus",1,7,0.02891,49.5795,-0.92065
"167",1989,"Trachurus trachurus",228.6995,3465,0.02891,49.5795,-0.92065
"168",1989,"Scyliorhinus canicula",35.2995,65,0.02891,49.5795,-0.92065
"169",1989,"Trisopterus minutus",11,925,0.01933,49.4535,-0.66235
"170",1989,"Chelidonichthys cuculus",2,10,0.01933,49.4535,-0.66235
"171",1989,"Trisopterus luscus",1.6,57,0.01933,49.4535,-0.66235
"172",1989,"Clupea harengus",0.1,7,0.01813,49.4358,-0.11085
"173",1989,"Callionymus lyra",4.19975,90,0.01813,49.4358,-0.11085
"174",1989,"Scomber scombrus",5.8,32,0.01813,49.4358,-0.11085
"175",1989,"Raja clavata",36,10,0.02891,49.5795,-0.92065
"176",1989,"Scomber scombrus",0.5,2,0.02891,49.5795,-0.92065
"177",1989,"Chelidonichthys cuculus",6.0995,24,0.02891,49.5795,-0.92065
"178",1989,"Spondyliosoma cantharus",0.1,4,0.02891,49.5795,-0.92065
"179",1989,"Trachurus trachurus",2.7,174,0.01423,49.56185,-1.09815
"180",1989,"Scyliorhinus canicula",5.4,6,0.01423,49.56185,-1.09815
"181",1989,"Mullus surmuletus",0.001,1,0.01423,49.56185,-1.09815
"182",1989,"Callionymus lyra",0.2,4,0.01423,49.56185,-1.09815
"183",1989,"Trisopterus minutus",10.5,444,0.01423,49.56185,-1.09815
"184",1989,"Raja clavata",3.59975,3,0.01423,49.56185,-1.09815
"185",1989,"Raja montagui",1.79975,2,0.01423,49.56185,-1.09815
"186",1989,"Chelidonichthys cuculus",0.3,2,0.01423,49.56185,-1.09815
"187",1989,"Trisopterus luscus",9.69975,94,0.01423,49.56185,-1.09815
"188",1989,"Sardina pilchardus",0.6,21,0.02084,49.357,-0.14515
"189",1989,"Raja brachyura",2,3,0.01423,49.56185,-1.09815
"190",1989,"Raja microocellata",3.2,1,0.01423,49.56185,-1.09815
"191",1989,"Spondyliosoma cantharus",0.1,6,0.01423,49.56185,-1.09815
"192",1989,"Trachurus trachurus",0.6,3,0.01525,49.526,-1.2232
"193",1989,"Pleuronectes platessa",0.1,2,0.01525,49.526,-1.2232
"194",1989,"Limanda limanda",0.2,4,0.01525,49.526,-1.2232
"195",1989,"Solea solea",0.1,1,0.01525,49.526,-1.2232
"196",1989,"Scyliorhinus canicula",2,2,0.01525,49.526,-1.2232
"197",1989,"Callionymus lyra",0.2,6,0.01525,49.526,-1.2232
"198",1989,"Scomber scombrus",0.1,1,0.01525,49.526,-1.2232
"199",1989,"Chelidonichthys lucerna",1.1,10,0.01525,49.526,-1.2232
"200",1989,"Sardina pilchardus",0.5,2,0.01518,49.4805,-1.19265
"201",1989,"Trachurus trachurus",6.69975,84,0.01518,49.4805,-1.19265
"202",1989,"Pleuronectes platessa",1.89975,7,0.01518,49.4805,-1.19265
"203",1989,"Merlangius merlangus",12.69975,88,0.02222,49.578,0.04465
"204",1989,"Trachurus trachurus",39.09975,137,0.02222,49.578,0.04465
"205",1989,"Limanda limanda",2.2,12,0.01518,49.4805,-1.19265
"206",1989,"Mullus surmuletus",7.3,237,0.01518,49.4805,-1.19265
"207",1989,"Callionymus lyra",0.2,6,0.01518,49.4805,-1.19265
"208",1989,"Scomber scombrus",0.89975,2,0.01518,49.4805,-1.19265
"209",1989,"Trisopterus luscus",1.39975,118,0.01518,49.4805,-1.19265
"210",1989,"Spondyliosoma cantharus",0.1,5,0.01518,49.4805,-1.19265
"211",1989,"Chelidonichthys lucerna",0.3,3,0.01518,49.4805,-1.19265
"212",1989,"Sardina pilchardus",1.39975,141,0.01576,49.4252,-1.01385
"213",1989,"Trachurus trachurus",11.6,378,0.01576,49.4252,-1.01385
"214",1989,"Sprattus sprattus",0.4,114,0.01576,49.4252,-1.01385
"215",1989,"Trisopterus minutus",1,40,0.01887,49.61035,0.0722
"216",1989,"Scomber scombrus",4.9,17,0.01887,49.61035,0.0722
"217",1989,"Trisopterus luscus",10.3,372,0.01887,49.61035,0.0722
"218",1989,"Zeus faber",1.29975,3,0.01887,49.61035,0.0722
"219",1989,"Mullus surmuletus",0.001,1,0.01693,49.4692,-0.38935
"220",1989,"Callionymus lyra",NA,1,0.01693,49.4692,-0.38935
"221",1989,"Trisopterus minutus",70.69975,1479,0.01693,49.4692,-0.38935
"222",1989,"Chelidonichthys cuculus",0.2,2,0.01693,49.4692,-0.38935
"223",1989,"Sardina pilchardus",0.4,34,0.03362,49.6172,-0.3437
"224",1989,"Trachurus trachurus",1.7995,13,0.03362,49.6172,-0.3437
"225",1989,"Mullus surmuletus",0.001,1,0.03362,49.6172,-0.3437
"226",1989,"Engraulis encrasicolus",0.001,2,0.03362,49.6172,-0.3437
"227",1989,"Callionymus lyra",0.6,7,0.03362,49.6172,-0.3437
"228",1989,"Trisopterus minutus",1.8995,135,0.03362,49.6172,-0.3437
"229",1989,"Chelidonichthys cuculus",4.1995,19,0.03362,49.6172,-0.3437
"230",1989,"Spondyliosoma cantharus",0.8995,10,0.03362,49.6172,-0.3437
"231",1989,"Trachurus trachurus",2,18,0.01447,49.6515,-0.20935
"232",1989,"Raja clavata",0.69975,1,0.01458,49.4505,-0.91435
"233",1989,"Chelidonichthys cuculus",0.2,1,0.01458,49.4505,-0.91435
"234",1989,"Trachurus trachurus",4.8,395,0.01576,49.4338,-0.7295
"235",1989,"Callionymus lyra",0.4,8,0.01576,49.4338,-0.7295
"236",1989,"Trisopterus minutus",44.79975,1029,0.01576,49.4338,-0.7295
"237",1989,"Trisopterus luscus",13.69975,510,0.01576,49.4338,-0.7295
"238",1989,"Spondyliosoma cantharus",1.7,66,0.01576,49.4338,-0.7295
"239",1989,"Trachurus trachurus",12.1,1112,0.01933,49.4535,-0.66235
"240",1989,"Mullus surmuletus",0.2,7,0.01933,49.4535,-0.66235
"241",1989,"Callionymus lyra",0.2,4,0.01933,49.4535,-0.66235
"242",1989,"Trisopterus minutus",0.69975,76,0.01447,49.6515,-0.20935
"243",1989,"Raja clavata",0.8,1,0.01447,49.6515,-0.20935
"244",1989,"Chelidonichthys cuculus",2.79975,16,0.01447,49.6515,-0.20935
"245",1989,"Zeus faber",0.4,1,0.01447,49.6515,-0.20935
"246",1989,"Chelidonichthys lucerna",0.2,1,0.01447,49.6515,-0.20935
"247",1989,"Pleuronectes platessa",0.8,3,0.01576,49.4252,-1.01385
"248",1989,"Limanda limanda",4.69975,45,0.01576,49.4252,-1.01385
"249",1989,"Mullus surmuletus",0.69975,32,0.01576,49.4252,-1.01385
"250",1989,"Engraulis encrasicolus",0.001,2,0.01576,49.4252,-1.01385
"251",1989,"Clupea harengus",0.4,12,0.01576,49.4252,-1.01385
"252",1989,"Callionymus lyra",4,81,0.01576,49.4252,-1.01385
"253",1989,"Scomber scombrus",1.39975,5,0.01576,49.4252,-1.01385
"254",1989,"Spondyliosoma cantharus",0.5,4,0.01576,49.4252,-1.01385
"255",1989,"Chelidonichthys lucerna",0.5,4,0.01576,49.4252,-1.01385
"256",1989,"Pleuronectes platessa",1.2,3,0.01458,49.4505,-0.91435
"257",1989,"Scyliorhinus canicula",1.1,1,0.01458,49.4505,-0.91435
"258",1989,"Mullus surmuletus",0.1,1,0.01458,49.4505,-0.91435
"259",1989,"Callionymus lyra",0.3,4,0.01458,49.4505,-0.91435
"260",1989,"Trisopterus luscus",6.3,264,0.02222,49.578,0.04465
"261",1989,"Zeus faber",1.2,3,0.02222,49.578,0.04465
"262",1989,"Merlangius merlangus",11,34,0.01887,49.61035,0.0722
"263",1989,"Trachurus trachurus",0.4,4,0.01887,49.61035,0.0722
"264",1989,"Sprattus sprattus",6,467,0.01887,49.61035,0.0722
"265",1989,"Buglossidium luteum",0.1,1,0.01887,49.61035,0.0722
"266",1989,"Limanda limanda",0.4,2,0.01887,49.61035,0.0722
"267",1989,"Scyliorhinus canicula",14.5,17,0.01887,49.61035,0.0722
"268",1989,"Engraulis encrasicolus",0.1,10,0.01887,49.61035,0.0722
"269",1989,"Trachurus trachurus",0.6,2,0.02084,49.357,-0.14515
"270",1989,"Mullus surmuletus",0.4,8,0.02084,49.357,-0.14515
"271",1989,"Callionymus lyra",2.5,62,0.02084,49.357,-0.14515
"272",1989,"Scomber scombrus",0.5,2,0.02084,49.357,-0.14515
"273",1989,"Zeus faber",0.3,1,0.02084,49.357,-0.14515
"274",1989,"Trigla lyra",0.1,1,0.02084,49.357,-0.14515
"275",1989,"Merlangius merlangus",0.1,1,0.01813,49.4358,-0.11085
"276",1989,"Sardina pilchardus",9.19975,2223,0.01813,49.4358,-0.11085
"277",1989,"Trachurus trachurus",0.6,17,0.01813,49.4358,-0.11085
"278",1989,"Sprattus sprattus",5.59975,893,0.01813,49.4358,-0.11085
"279",1989,"Limanda limanda",1.7,15,0.01813,49.4358,-0.11085
"280",1989,"Mullus surmuletus",0.3,13,0.01813,49.4358,-0.11085
"281",1989,"Engraulis encrasicolus",0.3,67,0.01813,49.4358,-0.11085
"282",1989,"Belone belone",0.4,1,0.01813,49.4358,-0.11085
"283",1989,"Trisopterus luscus",0.1,1,0.01813,49.4358,-0.11085
"284",1989,"Chelidonichthys lucerna",0.6,3,0.01813,49.4358,-0.11085
"285",1989,"Sardina pilchardus",0.3,41,0.01578,49.4045,-0.3785
"286",1989,"Trachurus trachurus",0.5,2,0.01578,49.4045,-0.3785
"287",1989,"Scyliorhinus canicula",3.59975,4,0.01578,49.4045,-0.3785
"288",1989,"Mullus surmuletus",0.001,2,0.01578,49.4045,-0.3785
"289",1989,"Mustelus asterias",0.6,1,0.01578,49.4045,-0.3785
"290",1989,"Callionymus lyra",0.5,8,0.01578,49.4045,-0.3785
"291",1989,"Trisopterus minutus",2.09975,198,0.01578,49.4045,-0.3785
"292",1989,"Chelidonichthys cuculus",0.4,1,0.01578,49.4045,-0.3785
"293",1989,"Trisopterus luscus",2.29975,76,0.01578,49.4045,-0.3785
"294",1989,"Mustelus mustelus",1,1,0.01578,49.4045,-0.3785
"295",1989,"Dicentrarchus labrax",0.6,1,0.01578,49.4045,-0.3785
"296",1989,"Spondyliosoma cantharus",3.2,66,0.01578,49.4045,-0.3785
"297",1989,"Trachurus trachurus",4.09975,273,0.01693,49.4692,-0.38935
"298",1989,"Psetta maxima",1.29975,1,0.01693,49.4692,-0.38935
"299",1989,"Sprattus sprattus",0.89975,100,0.02222,49.578,0.04465
"300",1989,"Scyliorhinus canicula",6.19975,7,0.02222,49.578,0.04465
"301",1989,"Platichthys flesus",3,7,0.02222,49.578,0.04465
"302",1989,"Pleuronectes platessa",18.6,39,0.02222,49.578,0.04465
"303",1989,"Trisopterus minutus",1.1,73,0.02891,49.5795,-0.92065
"304",1989,"Limanda limanda",3.7,32,0.02222,49.578,0.04465
"305",1989,"Clupea harengus",44.29975,3356,0.01887,49.61035,0.0722
"306",1989,"Callionymus lyra",1.39975,36,0.01887,49.61035,0.0722
"307",1989,"Mustelus asterias",3.29975,1,0.01887,49.61035,0.0722
"308",1989,"Engraulis encrasicolus",NA,4,0.02222,49.578,0.04465
"309",1990,"Eutrigla gurnardus",0.4,13,0.02364,49.6295,0.075
"310",1990,"Trachurus trachurus",41.7995,191,0.02831,49.4325,-1.09185
"311",1990,"Pleuronectes platessa",0.6995,2,0.02831,49.4325,-1.09185
"312",1990,"Limanda limanda",0.6,4,0.02831,49.4325,-1.09185
"313",1990,"Callionymus lyra",0.2,3,0.02831,49.4325,-1.09185
"314",1990,"Raja clavata",0.8995,2,0.02831,49.4325,-1.09185
"315",1990,"Scomber scombrus",1,4,0.02831,49.4325,-1.09185
"316",1990,"Dicentrarchus labrax",3.2,14,0.02831,49.4325,-1.09185
"317",1990,"Chelidonichthys lucerna",0.2,1,0.02831,49.4325,-1.09185
"318",1990,"Merlangius merlangus",3.99996666666667,45.001,0.03198,49.52265,-1.231
"319",1990,"Sardina pilchardus",0.199833333333333,17.9996666666667,0.03198,49.52265,-1.231
"320",1990,"Trachurus trachurus",7.3997,44,0.03198,49.52265,-1.231
"321",1990,"Scyliorhinus canicula",10.6995,19,0.03491,49.5795,-0.9325
"322",1990,"Scyliorhinus canicula",18.2995,32,0.03491,49.5795,-0.9325
"323",1990,"Mullus surmuletus",1.1,4,0.03491,49.5795,-0.9325
"324",1990,"Trisopterus minutus",0.2,21,0.03491,49.5795,-0.9325
"325",1990,"Raja clavata",4.9,1,0.03491,49.5795,-0.9325
"326",1990,"Chelidonichthys cuculus",1.1,6,0.03491,49.5795,-0.9325
"327",1990,"Dicentrarchus labrax",4,3,0.03491,49.5795,-0.9325
"328",1990,"Spondyliosoma cantharus",6.1995,41,0.03491,49.5795,-0.9325
"329",1990,"Trachurus trachurus",6.5995,98,0.02047,49.6555,-0.67015
"330",1990,"Merlangius merlangus",3.5995,18,0.02364,49.6295,0.075
"331",1990,"Trachurus trachurus",2.2995,8,0.02364,49.6295,0.075
"332",1990,"Callionymus lyra",7.5995,136,0.02364,49.6295,0.075
"333",1990,"Trisopterus minutus",0.2,8,0.02364,49.6295,0.075
"334",1990,"Raja clavata",2,1,0.02364,49.6295,0.075
"335",1990,"Trisopterus luscus",6.4,275,0.02364,49.6295,0.075
"336",1990,"Merlangius merlangus",10.6995,93,0.02938,49.578,0.03785
"337",1990,"Sardina pilchardus",0.2,1,0.02938,49.578,0.03785
"338",1990,"Trachurus trachurus",7,31,0.02938,49.578,0.03785
"339",1990,"Sprattus sprattus",25.7,5905,0.02938,49.578,0.03785
"340",1990,"Pleuronectes platessa",9.6995,21,0.02938,49.578,0.03785
"341",1990,"Callionymus lyra",6.8,173,0.02938,49.578,0.03785
"342",1990,"Trisopterus minutus",5.4,79,0.02938,49.578,0.03785
"343",1990,"Raja clavata",0.001,1,0.02938,49.578,0.03785
"344",1990,"Scomber scombrus",0.8,6,0.02938,49.578,0.03785
"345",1990,"Alosa alosa",1.2,6,0.02938,49.578,0.03785
"346",1990,"Trisopterus luscus",89.4,3365,0.02938,49.578,0.03785
"347",1990,"Dicentrarchus labrax",0.2,1,0.02938,49.578,0.03785
"348",1990,"Pollachius pollachius",0.3,1,0.02938,49.578,0.03785
"349",1990,"Merlangius merlangus",1,3,0.02651,49.6358,-0.03
"350",1990,"Trachurus trachurus",1,5,0.02651,49.6358,-0.03
"351",1990,"Sprattus sprattus",22.2995,7021,0.02651,49.6358,-0.03
"352",1990,"Leucoraja naevus",0.2,1,0.02651,49.6358,-0.03
"353",1990,"Scyliorhinus canicula",22,28,0.02651,49.6358,-0.03
"354",1990,"Clupea harengus",15,782,0.02651,49.6358,-0.03
"355",1990,"Trisopterus minutus",8.6995,522,0.02412,49.4535,-0.64035
"356",1990,"Chelidonichthys cuculus",2,5,0.02412,49.4535,-0.64035
"357",1990,"Trisopterus luscus",40.5995,1177,0.02412,49.4535,-0.64035
"358",1990,"Spondyliosoma cantharus",7.0995,68,0.02412,49.4535,-0.64035
