Campagne;Annee;Trait;Espece;Nombre;Poids
CGFS;1988;14;MULLSUR;1;0.7
CGFS;1988;14;PLEUPLA;1;0.4
CGFS;1988;14;RAJACLA;2;1.1
CGFS;1988;14;SCYOCAN;4;3
CGFS;1988;14;SEPIOFF;4;1.6
CGFS;1988;14;SPONCAN;29;5.8
CGFS;1988;14;TRACTRA;163;7.6
CGFS;1988;14;TRIGLYR;1;0.2
CGFS;1988;14;TRISMIN;316;13.5
CGFS;1988;15;CALM;7;0.1
CGFS;1988;15;CLUPHAR;2;0
CGFS;1988;15;ECITVIP;6;0.1
CGFS;1988;15;LIMDLIM;77;11.2
CGFS;1988;15;MERNMER;22;2.9
CGFS;1988;15;PLATFLE;1;0.4
CGFS;1988;15;PLEUPLA;144;20.2
CGFS;1988;15;SOLESOL;1;0
CGFS;1988;15;SPRASPR;22;0.3
CGFS;1988;15;TRACTRA;1;0.2
CGFS;1988;15;TRISLUS;182;9.5
CGFS;1988;15;TRISMIN;28;0.7
CGFS;1988;16;CALM;1;NA
CGFS;1988;16;LIMDLIM;64;9
CGFS;1988;16;MERNMER;43;5.3
CGFS;1988;16;PLATFLE;1;0.4
CGFS;1988;16;PLEUPLA;28;5.8
CGFS;1988;16;TRACTRA;9;1.3
CGFS;1988;16;TRISLUS;120;1.6
CGFS;1988;16;TRISMIN;328;14
CGFS;1988;17;CALM;3;0.2
CGFS;1988;17;CHELCUC;29;8.4
CGFS;1988;17;LIMDLIM;5;1.2
CGFS;1988;17;LOLI;15;1.8
CGFS;1988;17;MICTKIT;1;0.1
CGFS;1988;17;MULLSUR;1;0.4
CGFS;1988;17;PLEUPLA;2;0.4
CGFS;1988;17;SCYOCAN;4;3.3
CGFS;1988;17;SEPIOFF;3;1.7
CGFS;1988;17;SPONCAN;3;1.5
CGFS;1988;17;TRACTRA;359;31.8
CGFS;1988;17;TRGPLAS;1;0.6
CGFS;1988;17;TRISMIN;883;37.7
CGFS;1988;18;CALM;8;0.2
CGFS;1988;18;CHELCUC;14;3.6
CGFS;1988;18;CHELLUC;1;0.2
CGFS;1988;18;CLUPHAR;1;0.1
CGFS;1988;18;ECITVIP;12;0.1
CGFS;1988;18;EUTRGUR;1;0.2
CGFS;1988;18;GADUMOR;2;12
CGFS;1988;18;LOLI;5;2
CGFS;1988;18;POLLPOL;1;2
CGFS;1988;18;SCOMSCO;7;1.6
CGFS;1988;18;SEPIOFF;1;0.5
CGFS;1988;18;TRACTRA;90;14.8
CGFS;1988;18;TRIGLYR;1;0.5
CGFS;1988;18;TRISLUS;2;0.4
CGFS;1988;18;TRISMIN;37;0.5
CGFS;1988;19;AGONCAT;2;NA
CGFS;1988;19;CALM;12;0.3
CGFS;1988;19;CHELCUC;1;0.1
CGFS;1988;19;ECITVIP;20;0.2
CGFS;1988;19;EUTRGUR;53;6.4
CGFS;1988;19;GADUMOR;2;6
CGFS;1988;19;LIMDLIM;22;2.3
CGFS;1988;19;LOLI;1;0.2
CGFS;1988;19;MERNMER;9;2.9
CGFS;1988;19;PLEUPLA;5;1.2
CGFS;1988;19;SARDPIL;1;0.2
CGFS;1988;19;SCOMSCO;1;0.7
CGFS;1988;19;TRACTRA;25;3.7
CGFS;1988;19;TRIGLYR;1;0.5
CGFS;1988;19;TRISLUS;33;8.9
CGFS;1988;19;TRISMIN;237;10.1
CGFS;1988;20;CALM;2;NA
CGFS;1988;20;CANCPAG;2;1.2
CGFS;1988;20;CLUPHAR;1;0.2
CGFS;1988;20;ECITVIP;3;NA
CGFS;1988;20;EUTRGUR;3;0.3
CGFS;1988;20;GADUMOR;1;1
CGFS;1988;20;GALOGAL;10;32.4
CGFS;1988;20;LOLI;5;1.2
CGFS;1988;20;MERNMER;16;3.9
CGFS;1988;20;MULLSUR;3;1
CGFS;1988;20;MUST;14;23.9
CGFS;1988;20;SCOPRHO;2;1.9
CGFS;1988;20;SCYOCAN;3;2.7
CGFS;1988;20;SPONCAN;1;0
CGFS;1988;20;SQUAACA;2;2.2
CGFS;1988;20;TRACTRA;873;119.2
CGFS;1988;20;TRISMIN;1401;36.5
CGFS;1988;21;CALM;20;0.5
CGFS;1988;21;CLUPHAR;1114;73.7
CGFS;1988;21;ECITVIP;1;NA
CGFS;1988;21;GADUMOR;15;21
CGFS;1988;21;LIMDLIM;186;18.8
CGFS;1988;21;MERNMER;228;32.5
CGFS;1988;21;PLATFLE;2;0.5
CGFS;1988;21;PLEUPLA;229;72.8
CGFS;1988;21;SCOMSCO;40;5.4
CGFS;1988;21;TRIGLYR;1;0.3
CGFS;1988;22;CALM;4;NA
CGFS;1988;22;CLUPHAR;440;82.6
CGFS;1988;22;EUTRGUR;1;0.3
CGFS;1988;22;GADUMOR;2;4.6
CGFS;1988;22;LIMDLIM;15;1.4
CGFS;1988;22;MERNMER;15;3.2
CGFS;1988;22;MICTKIT;4;1
CGFS;1988;22;MUST;1;0.5
CGFS;1988;22;PLEUPLA;15;3.8
CGFS;1988;22;SCOMSCO;3;0.7
CGFS;1988;22;SCYOCAN;1;0.8
CGFS;1988;22;TRACTRA;12;2.3
CGFS;1988;22;TRISLUS;7;1.8
CGFS;1988;22;TRISMIN;50;1.3
CGFS;1988;22;ZEUSFAB;1;0.1
CGFS;1988;23;CLUPHAR;15;3.3
CGFS;1988;23;EUTRGUR;2;0.2
CGFS;1988;23;GALOGAL;5;11
CGFS;1988;23;LOLI;1;0.7
CGFS;1988;23;LOPHPIS;1;2
CGFS;1988;23;MERNMER;84;36
CGFS;1988;23;MICTKIT;2;0.5
CGFS;1988;23;MULLSUR;2;1.3
CGFS;1988;23;MUST;5;13.4
CGFS;1988;23;PLEUPLA;9;3.4
CGFS;1988;23;POLLPOL;1;1.7
CGFS;1988;23;RAJAMON;1;0.1
CGFS;1988;23;SCOPRHO;1;1.7
CGFS;1988;23;SCYOCAN;30;24.1
CGFS;1988;23;SPONCAN;7;0.7
CGFS;1988;23;SQUAACA;1;0.4
CGFS;1988;23;TRACTRA;20;4.5
CGFS;1988;23;TRISLUS;76;20
CGFS;1988;23;TRISMIN;2119;55
CGFS;1988;23;ZEUSFAB;1;0.2
CGFS;1988;24;CALM;4;NA
CGFS;1988;24;CLUPHAR;9;0
CGFS;1988;24;FMAMMOD;2;0
CGFS;1988;24;LIMDLIM;107;15
CGFS;1988;24;MERNMER;7;1.3
CGFS;1988;24;PLATFLE;1;0.2
CGFS;1988;24;PLEUPLA;22;7.5
CGFS;1988;24;SPRASPR;105;0.3
CGFS;1988;24;TRACTRA;11;2.2
CGFS;1988;24;TRISMIN;4;0.1
CGFS;1988;25;CALM;5;0.1
CGFS;1988;25;CHELCUC;4;2
CGFS;1988;25;CHELLUC;1;0.3
CGFS;1988;25;LIMDLIM;3;0.6
CGFS;1988;25;LOLI;5;2.8
CGFS;1988;25;NECOPUB;2;0.1
CGFS;1988;25;PLATFLE;1;0.2
CGFS;1988;25;PLEUPLA;3;1.5
CGFS;1988;25;RAJACLA;4;9.8
CGFS;1988;25;RAJAMON;6;9.5
CGFS;1988;25;SCYOCAN;2;2
CGFS;1988;25;SPONCAN;2;0.1
CGFS;1988;25;TRACTRA;1;0.2
CGFS;1988;25;TRISLUS;1;0
CGFS;1988;25;TRISMIN;316;2.6
CGFS;1988;26;CHELCUC;4;0.9
CGFS;1988;26;LOLI;29;15.8
CGFS;1988;26;NECOPUB;3;0.2
CGFS;1988;26;RAJACLA;1;1.6
CGFS;1988;26;SCYOCAN;96;49.7
CGFS;1988;26;SCYOSTE;5;2.3
CGFS;1988;26;SEPIOFF;3;2
CGFS;1988;26;TRACTRA;5241;621.5
CGFS;1988;26;TRISMIN;4756;73.5
CGFS;1988;27;CHELCUC;1;0.3
CGFS;1988;27;GADUMOR;21;77.1
CGFS;1988;27;LOLI;5;2.4
CGFS;1988;27;SCYOCAN;2;1.8
CGFS;1988;27;SPONCAN;19;1.6
CGFS;1988;27;TRACTRA;65;10.2
CGFS;1988;27;TRGPLAS;1;0.4
CGFS;1988;27;TRISMIN;221;7.1
CGFS;1988;28;CALM;1;0.1
CGFS;1988;28;CHELCUC;1;0.5
CGFS;1988;28;DICELAB;2;2.4
CGFS;1988;28;GADUMOR;1;1.2
CGFS;1988;28;LOLI;1;0.2
CGFS;1988;28;NECOPUB;2;0.1
CGFS;1988;28;RAJAMON;1;0.8
CGFS;1988;28;SCOMSCO;1;0.2
CGFS;1988;28;TRACTRA;39;6.9
CGFS;1988;28;TRISMIN;2458;25.8
CGFS;1988;29;CHELCUC;23;5.4
CGFS;1988;29;DICELAB;2;4.6
CGFS;1988;29;LOLI;26;8.4
CGFS;1988;29;RAJACLA;3;10.8
CGFS;1988;29;SCYOCAN;16;14
CGFS;1988;29;SEPIOFF;1;0.7
CGFS;1988;29;TRACTRA;654;85.9
CGFS;1988;30;CHELCUC;16;5.4
CGFS;1988;30;GADUMOR;5;14.4
CGFS;1988;30;LOLI;29;14
CGFS;1988;30;MICTKIT;1;1
CGFS;1988;30;MULLSUR;1;0.7
CGFS;1988;30;SCYOCAN;11;10
CGFS;1988;30;SCYOSTE;1;4.7
CGFS;1988;30;SPONCAN;11;3.5
CGFS;1988;30;TRACTRA;41;5.2
CGFS;1988;30;TRISLUS;6;1.7
CGFS;1988;30;TRISMIN;4830;53.3
CGFS;1988;31;AGONCAT;5;NA
CGFS;1988;31;CALM;14;0.7
CGFS;1988;31;CHELCUC;16;3.1
CGFS;1988;31;CONGCON;1;7.9
CGFS;1988;31;LOLI;11;3
CGFS;1988;31;MICTKIT;3;0.3
CGFS;1988;31;MICUVAR;1;0
CGFS;1988;31;NECOPUB;1;NA
CGFS;1988;31;RAJACLA;4;10.3
CGFS;1988;31;RAJAMON;11;17.5
CGFS;1988;31;SCYOCAN;4;4
CGFS;1988;31;SCYOSTE;2;4.1
CGFS;1988;31;SEPIOFF;2;1.4
CGFS;1988;31;TRACTRA;11;1.3
CGFS;1988;31;TRIGLYR;1;1.3
CGFS;1988;31;TRISLUS;33;10.6
CGFS;1988;31;TRISMIN;2806;76.8
CGFS;1988;31;ZEUSFAB;1;0.3
CGFS;1988;32;CALM;3;NA
CGFS;1988;32;CHELCUC;22;9.1
CGFS;1988;32;LOLI;5;3.3
CGFS;1988;32;NECOPUB;1;NA
CGFS;1988;32;SCOMSCO;1;0.3
CGFS;1988;32;SCOPRHO;1;0.4
CGFS;1988;32;SCYOCAN;42;33.3
CGFS;1988;32;SCYOSTE;3;7.3
CGFS;1988;32;SEPIOFF;1;0.6
CGFS;1988;32;TRACTRA;61;9.6
CGFS;1988;32;TRISMIN;890;12.4
CGFS;1988;32;ZEUSFAB;1;0.4
CGFS;1988;33;CANCPAG;1;1
CGFS;1988;33;CHELCUC;10;3.2
CGFS;1988;33;LOLI;5;2.4
CGFS;1988;33;RAJACLA;2;4.7
CGFS;1988;33;SCYOCAN;9;8
CGFS;1988;33;SCYOSTE;2;3
CGFS;1988;33;SPONCAN;1;0.4
CGFS;1988;33;TRACTRA;1355;135.1
CGFS;1988;33;TRISMIN;990;7.7
CGFS;1988;34;CALM;1;NA
CGFS;1988;34;CHELCUC;35;5.3
CGFS;1988;34;CHELLUC;1;1.5
CGFS;1988;34;LOLI;23;7.4
CGFS;1988;34;MICTKIT;2;0.2
CGFS;1988;34;MULLSUR;1;0.3
CGFS;1988;34;RAJACLA;3;6
CGFS;1988;34;RAJAMON;2;2.1
CGFS;1988;34;SCYOCAN;35;19
CGFS;1988;34;SEPIOFF;1;0.6
CGFS;1988;34;SPONCAN;2;0.9
CGFS;1988;34;TRACTRA;676;82
CGFS;1988;34;TRISMIN;1898;14.4
CGFS;1988;35;BUGLLUT;4;0
CGFS;1988;35;CALM;76;3.2
CGFS;1988;35;CHELCUC;9;1
CGFS;1988;35;CHELLUC;5;1.3
CGFS;1988;35;ECITVIP;1;NA
CGFS;1988;35;LIMDLIM;14;0.8
CGFS;1988;35;LOLI;9;0.6
CGFS;1988;35;MERNMER;1;0
CGFS;1988;35;MUST;6;1.2
CGFS;1988;35;PLEUPLA;9;4
CGFS;1988;35;RAJACLA;3;3
CGFS;1988;35;SCOMSCO;28;5.2
CGFS;1988;35;SPRASPR;88;0.3
CGFS;1988;35;TRACTRA;226;13.1
CGFS;1988;35;TRISLUS;38;0.8
CGFS;1988;35;TRISMIN;178;1.9
CGFS;1988;36;CHELCUC;17;4.3
CGFS;1988;36;DICELAB;1;1.4
CGFS;1988;36;GADUMOR;2;7.4
CGFS;1988;36;GALOGAL;3;6.4
CGFS;1988;36;LOLI;32;5.8
CGFS;1988;36;MULLSUR;3;1.5
CGFS;1988;36;MUST;1;1.3
CGFS;1988;36;SCYOCAN;34;14.8
CGFS;1988;36;SEPIOFF;1;0.6
CGFS;1988;36;SPONCAN;1;0.1
CGFS;1988;36;TRACTRA;6;0.6
CGFS;1988;36;TRISMIN;6082;113.7
CGFS;1988;37;CALM;26;0.9
CGFS;1988;37;CHELCUC;53;11
CGFS;1988;37;CHELLUC;1;1.4
CGFS;1988;37;EUTRGUR;2;0.4
CGFS;1988;37;LOLI;17;3.8
CGFS;1988;37;LOPHPIS;1;6.7
CGFS;1988;37;PLEUPLA;1;0.2
CGFS;1988;37;RAJACLA;3;0.7
CGFS;1988;37;SCYOCAN;6;5.4
CGFS;1988;37;SEPIOFF;3;2
CGFS;1988;37;SPONCAN;1;0.3
CGFS;1988;37;TRACTRA;1131;161
CGFS;1988;37;TRISMIN;1049;7.8
CGFS;1988;38;CANCPAG;1;0.4
CGFS;1988;38;CHELCUC;47;10.2
CGFS;1988;38;LOLI;77;6.4
CGFS;1988;38;SCYOCAN;21;10.8
CGFS;1988;38;SEPIOFF;2;0.9
CGFS;1988;38;TRACTRA;160;18.3
CGFS;1988;38;TRISMIN;329;2.7
CGFS;1988;39;CHELCUC;15;3
CGFS;1988;39;GADUMOR;1;3.8
CGFS;1988;39;LOLI;69;5.9
CGFS;1988;39;MICTKIT;1;0.5
CGFS;1988;39;SCYOCAN;11;8.7
CGFS;1988;39;SPONCAN;2;1
CGFS;1988;39;TRACTRA;763;166.3
CGFS;1988;39;TRISMIN;4167;103.4
CGFS;1988;39;ZEUSFAB;1;2.4
CGFS;1988;40;CHELCUC;26;3.7
CGFS;1988;40;LOLI;20;11.1
CGFS;1988;40;MULLSUR;1;0
CGFS;1988;40;RAJACLA;2;11.3
CGFS;1988;40;SCYOCAN;58;35.9
CGFS;1988;40;SCYOSTE;1;3.4
CGFS;1988;40;TRACTRA;1571;250.7
CGFS;1988;40;ZEUSFAB;1;0.9
CGFS;1988;41;CHELCUC;19;3.7
CGFS;1988;41;LOLI;14;4.3
CGFS;1988;41;RAJACLA;8;18.1
CGFS;1988;41;RAJAMON;1;1.2
CGFS;1988;41;SCYOCAN;67;43
CGFS;1988;41;SCYOSTE;5;8
CGFS;1988;41;SEPIOFF;4;3.4
CGFS;1988;41;SPONCAN;18;1.3
CGFS;1988;41;TRACTRA;15900;1247.4
CGFS;1988;41;TRISMIN;5893;91.7
CGFS;1988;41;ZEUSFAB;1;0.3
CGFS;1988;42;CHELCUC;4;0.5
CGFS;1988;42;CHELLUC;1;0.3
CGFS;1988;42;ENGRENC;2;0
CGFS;1988;42;GADUMOR;1;6.6
CGFS;1988;42;LOLI;6;3
CGFS;1988;42;LOPHPIS;1;16.3
CGFS;1988;42;MERNMER;1;0.8
CGFS;1988;42;NECOPUB;6;0.5
CGFS;1988;42;RAJACLA;1;0.3
CGFS;1988;42;SARDPIL;30;1.2
CGFS;1988;42;SCYOCAN;3;2.6
CGFS;1988;42;SEPIOFF;1;0.9
CGFS;1988;42;TRACTRA;127;11.3
CGFS;1988;43;CALM;21;1.3
CGFS;1988;43;CHELCUC;35;6.4
CGFS;1988;43;CHELLUC;1;0.5
CGFS;1988;43;LIMDLIM;1;0.3
CGFS;1988;43;LOLI;1;0.2
CGFS;1988;43;NECOPUB;1;NA
CGFS;1988;43;SARDPIL;32;5.9
CGFS;1988;43;SCYOCAN;13;11.5
CGFS;1988;43;SEPIOFF;1;0.5
CGFS;1988;43;TRACTRA;780;66.3
CGFS;1988;44;AGONCAT;1;NA
CGFS;1988;44;CALM;11;0.5
CGFS;1988;44;CHELLUC;2;0.6
CGFS;1988;44;LOLI;8;3.2
CGFS;1988;44;NECOPUB;58;4.2
CGFS;1988;44;RAJACLA;1;0.7
CGFS;1988;44;SARDPIL;4;0.6
CGFS;1988;44;SCYOCAN;1;0.7
CGFS;1988;44;SEPIOFF;1;0
CGFS;1988;44;TRACTRA;293;32.2
CGFS;1988;44;TRGPLAS;2;0.2
CGFS;1988;44;ZEUSFAB;1;0
CGFS;1988;45;CALM;2;NA
CGFS;1988;45;GADUMOR;3;9.7
CGFS;1988;45;LOLI;3;1
CGFS;1988;45;NECOPUB;17;1.5
CGFS;1988;45;SCYOCAN;3;2.5
CGFS;1988;45;SEPIOFF;2;1
CGFS;1988;45;SPONCAN;22;1.1
CGFS;1988;45;TAURBUB;1;NA
CGFS;1988;45;TRACTRA;28;4.8
CGFS;1988;45;TRISLUS;9;0.2
CGFS;1988;45;TRISMIN;1363;16
CGFS;1988;46;CHELCUC;7;1.8
CGFS;1988;46;CHELLUC;1;1.3
CGFS;1988;46;LOLI;4;1.9
CGFS;1988;46;NECOPUB;8;0.7
CGFS;1988;46;SARDPIL;1;0.2
CGFS;1988;46;TRACTRA;448;7.8
CGFS;1988;46;TRISMIN;595;5.3
CGFS;1988;47;CALM;1;NA
CGFS;1988;47;CHELLUC;2;0.5
CGFS;1988;47;GADUMOR;1;4.9
CGFS;1988;47;LOLI;4;2.4
CGFS;1988;47;NECOPUB;4;0.4
CGFS;1988;47;SARDPIL;33;4.7
CGFS;1988;47;SCOMSCO;2;0.4
CGFS;1988;47;TRACTRA;129;23.9
CGFS;1988;47;TRISLUS;1286;29.7
CGFS;1988;47;TRISMIN;35;0.3
CGFS;1988;48;CHELCUC;6;1
CGFS;1988;48;LOLI;4;1.2
CGFS;1988;48;MULLSUR;1;0.2
CGFS;1988;48;NECOPUB;6;0.6
CGFS;1988;48;RAJAUND;1;0.4
CGFS;1988;48;SEPIOFF;1;0.6
CGFS;1988;48;TRACTRA;1899;236.9
CGFS;1988;49;CALM;3;0.2
CGFS;1988;49;LIMDLIM;2;0.7
CGFS;1988;49;LOLI;1;0.4
CGFS;1988;49;NECOPUB;5;0.4
CGFS;1988;49;RAJACLA;1;0.3
CGFS;1988;49;SARDPIL;2;0.3
CGFS;1988;49;SCOMSCO;1;0.3
CGFS;1988;49;SCYOCAN;1;0.9
CGFS;1988;49;SEPIOFF;4;2
CGFS;1988;49;SPONCAN;1;0.1
CGFS;1988;49;TRACTRA;222;33.1
CGFS;1988;50;CALM;4;0.1
CGFS;1988;50;DICELAB;2;1.3
CGFS;1988;50;GADUMOR;1;6
CGFS;1988;50;HOMAGAM;1;2
CGFS;1988;50;LIMDLIM;1;0.6
CGFS;1988;50;LOLI;7;0.2
CGFS;1988;50;MERNMER;6;0.3
CGFS;1988;50;NECOPUB;177;20.5
CGFS;1988;50;SEPIOFF;1;0
CGFS;1988;50;SPONCAN;13;1.1
CGFS;1988;50;TRACTRA;58;9.6
CGFS;1988;50;TRISLUS;4546;82.5
CGFS;1988;53;CHELCUC;14;3.8
CGFS;1988;53;LOLI;5;2.3
CGFS;1988;53;MULLSUR;1;0.2
CGFS;1988;53;RAJACLA;4;9.2
CGFS;1988;53;RAJAMON;1;1.2
CGFS;1988;53;SARDPIL;15;0.6
CGFS;1988;53;SCYOCAN;23;14.7
CGFS;1988;53;SCYOSTE;1;4.1
CGFS;1988;53;SEPIOFF;1;0.4
CGFS;1988;53;SPONCAN;1;0.1
CGFS;1988;53;TRACTRA;1535;68.5
CGFS;1988;53;TRISMIN;15;0.2
CGFS;1988;53;ZEUSFAB;1;0.7
CGFS;1988;54;CALM;1;NA
CGFS;1988;54;CHELCUC;15;4.2
CGFS;1988;54;LOLI;4;3.2
